mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,zcr,rms,spectral_centroid,spectral_bandwidth,label
-681.92529296875,60.253665924072266,0.6060103178024292,13.558146476745605,8.38965129852295,0.47050029039382935,-3.6465117931365967,-3.5778348445892334,-12.17161750793457,-3.223376989364624,0.8137302994728088,-3.417133331298828,2.0812740325927734,0.3449744591346154,0.0024812996853142977,3317.8796700391904,2573.1494178078465,1.0
-674.3547973632812,61.28231430053711,-1.7587709426879883,17.72203254699707,9.72537899017334,-0.2051052451133728,-1.5635261535644531,-5.90485954284668,-12.91589069366455,-1.5337244272232056,0.8951448798179626,-2.964279890060425,1.0891773700714111,0.36221829927884613,0.002678757533431053,3091.6981729783624,2618.1023633399886,1.0
-677.84033203125,62.68305969238281,-0.07447744160890579,14.536500930786133,5.596521377563477,1.0390105247497559,-2.469041585922241,-6.033867359161377,-11.388466835021973,-4.13815975189209,0.4572569727897644,-3.213682174682617,1.870034098625183,0.38360877403846155,0.0030465072486549616,3113.9095993539595,2581.6775373330584,1.0
-676.6397705078125,58.58873748779297,2.6390199661254883,13.680298805236816,7.0924835205078125,2.8823773860931396,-1.914978265762329,-7.563102722167969,-11.114906311035156,-3.638864040374756,1.0640449523925781,-1.7393591403961182,0.43536242842674255,0.3837101862980769,0.0027576463762670755,3041.019656948233,2640.243535489681,1.0
-695.9603271484375,72.43380737304688,2.809904098510742,16.982683181762695,8.941421508789062,1.745871901512146,-4.2813873291015625,-4.778623104095459,-11.778305053710938,-5.999313831329346,0.8774744868278503,-3.9797916412353516,0.3199053108692169,0.30553635817307695,0.0019447649829089642,2953.677031557876,2519.5127814715593,1.0
-674.2568359375,79.58989715576172,2.2421517372131348,12.989624977111816,11.33327865600586,0.9716628789901733,-5.554576873779297,-5.817486763000488,-10.138364791870117,-5.915695667266846,1.9767334461212158,-2.9729506969451904,-0.3690205514431,0.26446814903846155,0.0021017463877797127,2838.903387744047,2444.7202539877694,1.0
-666.1146850585938,75.04332733154297,0.5573257207870483,15.391620635986328,6.5608134269714355,3.078826427459717,-1.7745134830474854,-5.708760738372803,-10.197612762451172,-5.398012638092041,2.1777400970458984,-2.012937545776367,1.523695707321167,0.3173377403846154,0.003043736796826124,2988.162650190578,2403.5797814928405,1.0
-669.8434448242188,78.53974151611328,0.5692844390869141,15.13288402557373,9.01477336883545,1.8355122804641724,-1.2031772136688232,-7.051296710968018,-9.46064281463623,-5.441941261291504,0.8465763330459595,-2.2643587589263916,1.562109112739563,0.3463604266826923,0.0030797908548265696,2852.5327661194488,2454.8328828732697,1.0
-688.8177490234375,85.14173889160156,4.154001235961914,16.3444881439209,10.799283027648926,1.712003231048584,-5.027557373046875,-3.875178813934326,-8.023195266723633,-5.720640182495117,2.236318826675415,-0.3092134892940521,-0.5028873085975647,0.23328951322115385,0.00184623955283314,2814.6472551696284,2425.448445641625,1.0
-652.4568481445312,78.60043334960938,1.665608286857605,14.913382530212402,6.532931804656982,0.25056129693984985,-5.780080795288086,-7.277510643005371,-9.611634254455566,-7.4346160888671875,2.3996188640594482,-1.9723271131515503,-0.9709129929542542,0.24646559495192308,0.00211498886346817,2889.807416485541,2388.391679365333,1.0
